msisdn,age,gender
subscribers_06683,23,male
subscribers_06684,43,male
subscribers_06685,63,female
subscribers_06686,19,male
subscribers_06687,41,male
subscribers_06688,49,female
subscribers_06689,21,female
subscribers_06690,21,female
subscribers_06691,22,female
subscribers_06692,57,female
subscribers_06693,71,male
subscribers_06694,28,male
subscribers_06695,65,male
subscribers_06696,47,female
subscribers_06697,26,male
subscribers_06698,49,male
subscribers_06699,40,male
subscribers_06700,17,female
subscribers_06701,41,female
subscribers_06702,56,male
subscribers_06703,46,male
subscribers_06704,52,male
subscribers_06705,50,female
subscribers_06706,34,female
subscribers_06707,51,male
subscribers_06708,51,male
subscribers_06709,32,female
subscribers_06710,38,male
subscribers_06711,21,male
subscribers_06712,67,female
subscribers_06713,43,male
subscribers_06714,46,female
subscribers_06715,55,female
subscribers_06716,21,female
subscribers_06717,63,male
subscribers_06718,24,female
subscribers_06719,44,female
subscribers_06720,57,male
subscribers_06721,25,female
subscribers_06722,53,female
subscribers_06723,32,female
subscribers_06724,56,male
subscribers_06725,47,female
subscribers_06726,57,female
subscribers_06727,40,male
subscribers_06728,47,female
subscribers_06729,29,female
subscribers_06730,61,male
subscribers_06731,21,male
subscribers_06732,22,male
subscribers_06733,55,female
subscribers_06734,36,female
subscribers_06735,64,male
subscribers_06736,40,male
subscribers_06737,53,male
subscribers_06738,53,female
subscribers_06739,18,female
subscribers_06740,49,female
subscribers_06741,70,male
subscribers_06742,33,male
subscribers_06743,43,male
subscribers_06744,58,female
subscribers_06745,23,male
subscribers_06746,59,male
subscribers_06747,56,male
subscribers_06748,35,female
subscribers_06749,44,male
subscribers_06750,22,male
subscribers_06751,34,male
subscribers_06752,40,male
subscribers_06753,24,male
subscribers_06754,52,male
subscribers_06755,52,male
subscribers_06756,25,male
subscribers_06757,65,female
subscribers_06758,34,female
subscribers_06759,40,male
subscribers_06760,50,female
subscribers_06761,42,male
subscribers_06762,58,female
subscribers_06763,61,male
subscribers_06764,51,female
subscribers_06765,65,female
subscribers_06766,58,male
subscribers_06767,43,male
subscribers_06768,34,female
subscribers_06769,41,male
subscribers_06770,36,female
subscribers_06771,17,female
subscribers_06772,58,female
subscribers_06773,44,female
subscribers_06774,51,female
subscribers_06775,28,female
subscribers_06776,26,female
subscribers_06777,35,female
subscribers_06778,59,male
subscribers_06779,22,male
subscribers_06780,30,female
subscribers_06781,19,male
subscribers_06782,34,female
subscribers_06783,65,female
subscribers_06784,18,female
subscribers_06785,22,male
subscribers_06786,55,male
subscribers_06787,40,female
subscribers_06788,19,female
subscribers_06789,15,male
subscribers_06790,22,male
subscribers_06791,39,female
subscribers_06792,20,male
subscribers_06793,16,male
subscribers_06794,15,male
subscribers_06795,70,female
subscribers_06796,22,female
subscribers_06797,65,male
subscribers_06798,62,male
subscribers_06799,61,male
subscribers_06800,76,male
subscribers_06801,23,male
subscribers_06802,33,female
subscribers_06803,18,female
subscribers_06804,33,male
subscribers_06805,20,male
subscribers_06806,64,male
subscribers_06807,35,male
subscribers_06808,79,male
subscribers_06809,26,male
subscribers_06810,17,female
subscribers_06811,50,female
subscribers_06812,20,male
subscribers_06813,35,female
subscribers_06814,39,female
subscribers_06815,32,female
subscribers_06816,66,male
subscribers_06817,16,female
subscribers_06818,70,male
subscribers_06819,19,male
subscribers_06820,27,male
subscribers_06821,59,male
subscribers_06822,53,male
subscribers_06823,28,female
subscribers_06824,47,male
subscribers_06825,28,female
subscribers_06826,51,male
subscribers_06827,42,female
subscribers_06828,42,female
subscribers_06829,25,male
subscribers_06830,43,female
subscribers_06831,64,female
subscribers_06832,42,female
subscribers_06833,25,female
subscribers_06834,87,female
subscribers_06835,49,male
subscribers_06836,53,male
subscribers_06837,33,male
subscribers_06838,52,female
subscribers_06839,83,male
subscribers_06840,24,male
subscribers_06841,66,male
subscribers_06842,33,male
subscribers_06843,46,male
subscribers_06844,81,male
subscribers_06845,17,female
subscribers_06846,53,male
subscribers_06847,61,male
subscribers_06848,30,male
subscribers_06849,41,male
subscribers_06850,91,female
subscribers_06851,70,female
subscribers_06852,76,female
subscribers_06853,62,male
subscribers_06854,41,female
subscribers_06855,65,male
subscribers_06856,25,female
subscribers_06857,28,female
subscribers_06858,62,female
subscribers_06859,36,female
subscribers_06860,52,male
subscribers_06861,69,male
subscribers_06862,61,female
subscribers_06863,49,female
subscribers_06864,64,male
subscribers_06865,55,male
subscribers_06866,41,male
subscribers_06867,70,male
subscribers_06868,24,male
subscribers_06869,20,male
subscribers_06870,21,male
subscribers_06871,19,male
subscribers_06872,74,male
subscribers_06873,26,female
subscribers_06874,15,female
subscribers_06875,18,male
subscribers_06876,24,female
subscribers_06877,54,male
subscribers_06878,64,female
subscribers_06879,48,male
subscribers_06880,40,male
subscribers_06881,17,male
subscribers_06882,22,female
subscribers_06883,17,female
subscribers_06884,21,male
subscribers_06885,22,male
subscribers_06886,26,male
subscribers_06887,15,female
subscribers_06888,33,male
subscribers_06889,18,male
subscribers_06890,18,female
subscribers_06891,36,male
subscribers_06892,58,male
subscribers_06893,15,female
subscribers_06894,45,male
subscribers_06895,24,male
subscribers_06896,57,male
subscribers_06897,58,male
subscribers_06898,27,male
subscribers_06899,33,female
subscribers_06900,30,female
subscribers_06901,19,male
subscribers_06902,48,female
subscribers_06903,47,male
subscribers_06904,51,female
subscribers_06905,36,male
subscribers_06906,21,female
subscribers_06907,40,male
subscribers_06908,80,female
subscribers_06909,22,male
subscribers_06910,37,female
subscribers_06911,36,female
subscribers_06912,29,male
subscribers_06913,50,female
subscribers_06914,22,male
subscribers_06915,37,female
subscribers_06916,46,female
subscribers_06917,21,male
subscribers_06918,68,female
subscribers_06919,52,male
subscribers_06920,37,female
subscribers_06921,27,female
subscribers_06922,44,female
subscribers_06923,61,female
subscribers_06924,59,male
subscribers_06925,58,male
subscribers_06926,56,female
subscribers_06927,23,female
subscribers_06928,26,female
subscribers_06929,29,male
subscribers_06930,59,male
subscribers_06931,50,female
subscribers_06932,53,female
subscribers_06933,40,female
subscribers_06934,20,female
subscribers_06935,16,male
subscribers_06936,49,male
subscribers_06937,51,female
subscribers_06938,21,male
subscribers_06939,19,female
subscribers_06940,22,male
subscribers_06941,23,female
subscribers_06942,33,female
subscribers_06943,37,female
subscribers_06944,50,male
subscribers_06945,27,female
subscribers_06946,64,female
subscribers_06947,50,male
subscribers_06948,45,female
subscribers_06949,60,male
subscribers_06950,47,female
subscribers_06951,27,female
subscribers_06952,24,male
subscribers_06953,57,male
subscribers_06954,31,male
subscribers_06955,74,male
subscribers_06956,23,male
subscribers_06957,30,male
subscribers_06958,29,female
subscribers_06959,19,female
subscribers_06960,32,male
subscribers_06961,20,male
subscribers_06962,65,female
subscribers_06963,18,male
subscribers_06964,37,female
subscribers_06965,16,male
subscribers_06966,45,male
subscribers_06967,18,female
subscribers_06968,54,male
subscribers_06969,77,female
subscribers_06970,48,male
subscribers_06971,52,male
subscribers_06972,60,male
subscribers_06973,45,male
subscribers_06974,23,female
subscribers_06975,62,male
subscribers_06976,63,male
subscribers_06977,83,female
subscribers_06978,23,male
subscribers_06979,38,male
subscribers_06980,42,female
subscribers_06981,37,male
subscribers_06982,27,male
subscribers_06983,17,male
subscribers_06984,36,female
subscribers_06985,18,male
subscribers_06986,33,male
subscribers_06987,63,male
subscribers_06988,61,female
subscribers_06989,40,male
subscribers_06990,57,male
subscribers_06991,77,male
subscribers_06992,36,male
subscribers_06993,63,female
subscribers_06994,15,male
subscribers_06995,44,male
subscribers_06996,67,female
subscribers_06997,70,male
subscribers_06998,19,male
subscribers_06999,82,female
subscribers_07000,64,female
subscribers_07001,49,male
subscribers_07002,28,female
subscribers_07003,59,female
subscribers_07004,69,male
subscribers_07005,17,male
subscribers_07006,58,male
subscribers_07007,39,male
subscribers_07008,17,female
subscribers_07009,20,male
subscribers_07010,21,male
subscribers_07011,18,male
subscribers_07012,32,female
subscribers_07013,50,female
subscribers_07014,25,female
subscribers_07015,52,female
subscribers_07016,19,male
subscribers_07017,50,male
subscribers_07018,40,male
subscribers_07019,25,male
subscribers_07020,37,female
subscribers_07021,43,male
subscribers_07022,66,female
subscribers_07023,53,female
subscribers_07024,39,female
subscribers_07025,65,male
subscribers_07026,56,female
subscribers_07027,57,male
subscribers_07028,39,male
subscribers_07029,29,female
subscribers_07030,31,female
subscribers_07031,36,female
subscribers_07032,59,male
subscribers_07033,51,female
subscribers_07034,67,female
subscribers_07035,58,male
subscribers_07036,25,male
subscribers_07037,35,male
subscribers_07038,73,female
subscribers_07039,65,male
subscribers_07040,34,female
subscribers_07041,60,male
subscribers_07042,45,female
subscribers_07043,18,male
subscribers_07044,42,male
subscribers_07045,70,male
subscribers_07046,49,female
subscribers_07047,49,male
subscribers_07048,53,male
subscribers_07049,30,male
subscribers_07050,53,female
subscribers_07051,23,female
subscribers_07052,48,female
subscribers_07053,88,female
subscribers_07054,17,female
subscribers_07055,43,female
subscribers_07056,63,male
subscribers_07057,44,male
subscribers_07058,20,male
subscribers_07059,52,male
subscribers_07060,38,male
subscribers_07061,79,female
subscribers_07062,38,female
subscribers_07063,49,female
subscribers_07064,17,male
subscribers_07065,16,female
subscribers_07066,16,male
subscribers_07067,16,female
subscribers_07068,20,male
subscribers_07069,15,female
subscribers_07070,70,male
subscribers_07071,17,female
subscribers_07072,31,female
subscribers_07073,39,male
subscribers_07074,32,male
subscribers_07075,73,female
subscribers_07076,20,male
subscribers_07077,61,male
subscribers_07078,44,male
subscribers_07079,40,male
subscribers_07080,34,female
subscribers_07081,63,female
subscribers_07082,19,male
subscribers_07083,30,male
subscribers_07084,29,female
subscribers_07085,29,male
subscribers_07086,22,male
subscribers_07087,51,female
subscribers_07088,26,female
subscribers_07089,56,male
subscribers_07090,55,female
subscribers_07091,54,male
subscribers_07092,60,male
subscribers_07093,44,female
subscribers_07094,42,male
subscribers_07095,26,female
subscribers_07096,47,female
subscribers_07097,22,female
subscribers_07098,21,female
subscribers_07099,35,male
subscribers_07100,26,female
subscribers_07101,94,male
subscribers_07102,79,male
subscribers_07103,18,male
subscribers_07104,24,female
subscribers_07105,22,female
subscribers_07106,26,female
subscribers_07107,20,male
subscribers_07108,55,male
subscribers_07109,66,male
subscribers_07110,64,female
subscribers_07111,28,female
subscribers_07112,33,male
subscribers_07113,53,male
subscribers_07114,26,female
subscribers_07115,27,female
subscribers_07116,64,male
subscribers_07117,34,female
subscribers_07118,34,male
subscribers_07119,48,female
subscribers_07120,37,male
subscribers_07121,47,male
subscribers_07122,32,male
subscribers_07123,16,male
subscribers_07124,16,male
subscribers_07125,16,male
subscribers_07126,34,female
subscribers_07127,65,male
subscribers_07128,23,male
subscribers_07129,30,male
subscribers_07130,34,female
subscribers_07131,53,male
subscribers_07132,73,male
subscribers_07133,66,male
subscribers_07134,26,female
subscribers_07135,62,female
subscribers_07136,20,male
subscribers_07137,46,male
subscribers_07138,36,female
subscribers_07139,38,female
subscribers_07140,58,female
subscribers_07141,20,female
subscribers_07142,67,male
subscribers_07143,32,male
subscribers_07144,15,male
subscribers_07145,46,female
subscribers_07146,28,female
subscribers_07147,21,female
subscribers_07148,65,male
subscribers_07149,51,female
subscribers_07150,53,male
subscribers_07151,35,male
subscribers_07152,61,female
subscribers_07153,37,male
subscribers_07154,60,male
subscribers_07155,53,female
subscribers_07156,31,female
subscribers_07157,22,male
subscribers_07158,29,male
subscribers_07159,57,male
subscribers_07160,48,male
subscribers_07161,40,male
subscribers_07162,59,male
subscribers_07163,25,female
subscribers_07164,40,male
subscribers_07165,65,male
subscribers_07166,23,female
subscribers_07167,47,female
subscribers_07168,37,female
subscribers_07169,20,male
subscribers_07170,17,female
subscribers_07171,22,male
subscribers_07172,30,male
subscribers_07173,49,female
subscribers_07174,42,female
subscribers_07175,15,female
subscribers_07176,21,male
subscribers_07177,48,male
subscribers_07178,47,male
subscribers_07179,57,male
subscribers_07180,34,female
subscribers_07181,44,male
subscribers_07182,35,female
subscribers_07183,83,female
subscribers_07184,37,female
subscribers_07185,53,male
subscribers_07186,40,male
subscribers_07187,32,male
subscribers_07188,17,female
subscribers_07189,37,female
subscribers_07190,16,female
